,formula,gfa
963,Dy65Al35,0
964,Dy66Al34,0
965,Dy67Al33,0
966,Dy68Al32,0
967,Dy69Al31,0
968,Dy7Al93,0
969,Dy70Al30,0
970,Dy71Al29,0
971,Dy72Al28,0
972,Dy73Al27,0
973,Dy74Al26,0
974,Dy75Al25,0
975,Dy76Al24,0
976,Dy77Al23,0
977,Dy78Al22,0
978,Dy79Al21,0
979,Dy8Al92,0
980,Dy80Al20,0
981,Dy81Al19,0
982,Dy82Al18,0
983,Dy83Al17,0
984,Dy84Al16,0
985,Dy85Al15,0
986,Dy86Al14,0
987,Dy87Al13,0
988,Dy88Al12,0
989,Dy89Al11,0
990,Dy9Al91,1
991,Dy90Al10,0
992,Dy91Al9,0
993,Dy92Al8,0
994,Dy93Al7,0
995,Dy94Al6,0
996,Dy95Al5,0
997,Dy96Al4,0
998,Dy97Al3,0
999,Dy98Al2,0
1000,Dy99Al1,0
1001,Er1Al99,0
1002,Er10Al90,1
1003,Er100,0
1004,Er11Al89,1
1005,Er12Al88,1
1006,Er13Al87,0
1007,Er14Al86,0
1008,Er15Al85,0
1009,Er16Al84,0
1010,Er17Al83,0
1011,Er18Al82,0
1012,Er19Al81,0
1013,Er2Al98,0
1014,Er20Al80,0
1015,Er21Al79,0
1016,Er22Al78,0
1017,Er23Al77,0
1018,Er24Al76,0
1019,Er25Al75,0
1020,Er26Al74,0
1021,Er27Al73,0
1022,Er28Al72,0
1023,Er29Al71,0
1024,Er3Al97,0
1025,Er30Al70,0
1026,Er31Al69,0
1027,Er32Al68,0
1028,Er33Al67,0
1029,Er34Al66,0
1030,Er35Al65,0
1031,Er36Al64,0
1032,Er37Al63,0
1033,Er38Al62,0
1034,Er39Al61,0
1035,Er4Al96,0
1036,Er40Al60,0
1037,Er41Al59,0
1038,Er42Al58,0
1039,Er43Al57,0
1040,Er44Al56,0
1041,Er45Al55,0
1042,Er46Al54,0
1043,Er47Al53,0
1044,Er48Al52,0
1045,Er49Al51,0
1046,Er5Al95,0
1047,Er50Al50,0
1048,Er51Al49,0
1049,Er52Al48,0
1050,Er53Al47,0
1051,Er54Al46,0
1052,Er55Al45,0
1053,Er56Al44,0
1054,Er57Al43,0
1055,Er58Al42,0
1056,Er59Al41,0
1057,Er6Al94,0
1058,Er60Al40,0
1059,Er61Al39,0
1060,Er62Al38,0
1061,Er63Al37,0
1062,Er64Al36,0
1063,Er65Al35,0
1064,Er66Al34,0
1065,Er67Al33,0
1066,Er68Al32,0
1067,Er69Al31,0
1068,Er7Al93,0
1069,Er70Al30,0
1070,Er71Al29,0
1071,Er72Al28,0
1072,Er73Al27,0
1073,Er74Al26,0
1074,Er75Al25,0
1075,Er76Al24,0
1076,Er77Al23,0
1077,Er78Al22,0
1078,Er79Al21,0
1079,Er8Al92,0
1080,Er80Al20,0
1081,Er81Al19,0
1082,Er82Al18,0
1083,Er83Al17,0
1084,Er84Al16,0
1085,Er85Al15,0
1086,Er86Al14,0
1087,Er87Al13,0
1088,Er88Al12,0
1089,Er89Al11,0
1090,Er9Al91,1
1091,Er90Al10,0
1092,Er91Al9,0
1093,Er92Al8,0
1094,Er93Al7,0
1095,Er94Al6,0
1096,Er95Al5,0
1097,Er96Al4,0
1098,Er97Al3,0
1099,Er98Al2,0
1100,Er99Al1,0
1101,Fe1B99,0
1102,Fe10B90,0
1103,Fe100,0
1104,Fe11B89,0
1105,Fe12B88,0
1106,Fe13B87,0
1107,Fe14B86,0
1108,Fe15B85,0
1109,Fe16B84,0
1110,Fe17B83,0
1111,Fe18B82,0
1112,Fe19B81,0
1113,Fe2B98,0
1114,Fe20B80,0
1115,Fe21B79,0
1116,Fe22B78,0
1117,Fe23B77,0
1118,Fe24B76,0
1119,Fe25B75,0
1120,Fe26B74,0
1121,Fe27B73,0
1122,Fe28B72,0
1123,Fe29B71,0
1124,Fe3B97,0
1125,Fe30B70,0
1126,Fe31B69,0
1127,Fe32B68,0
1128,Fe33B67,0
1129,Fe34B66,0
1130,Fe35B65,0
1131,Fe36B64,0
1132,Fe37B63,0
1133,Fe38B62,0
1134,Fe39B61,0
1135,Fe4B96,0
1136,Fe40B60,0
1137,Fe41B59,0
1138,Fe42B58,0
1139,Fe43B57,0
1140,Fe44B56,0
1141,Fe45B55,0
1142,Fe46B54,0
1143,Fe47B53,0
1144,Fe48B52,0
1145,Fe49B51,0
1146,Fe5B95,0
1147,Fe50B50,0
1148,Fe51B49,0
1149,Fe52B48,0
1150,Fe53B47,0
1151,Fe54B46,0
1152,Fe55B45,0
1153,Fe56B44,0
1154,Fe57B43,0
1155,Fe58B42,0
1156,Fe59B41,0
1157,Fe6B94,0
1158,Fe60B40,0
1159,Fe61B39,0
1160,Fe62B38,0
1161,Fe63B37,0
1162,Fe64B36,0
1163,Fe65B35,0
1164,Fe66B34,0
1165,Fe67B33,0
1166,Fe68B32,0
1167,Fe69B31,0
1168,Fe7B93,0
1169,Fe70B30,0
1170,Fe71B29,0
1171,Fe72B28,0
1172,Fe73B27,1
1173,Fe74B26,1
1174,Fe75B25,1
1175,Fe76B24,1
1176,Fe77B23,1
1177,Fe78B22,1
1178,Fe79B21,1
1179,Fe8B92,0
1180,Fe80B20,1
1181,Fe81B19,1
1182,Fe82B18,1
1183,Fe83B17,1
1184,Fe84B16,1
1185,Fe85B15,1
1186,Fe86B14,1
1187,Fe87B13,1
1188,Fe88B12,0
1189,Fe89B11,0
1190,Fe9B91,0
1191,Fe90B10,0
1192,Fe91B9,0
1193,Fe92B8,0
1194,Fe93B7,0
1195,Fe94B6,0
1196,Fe95B5,0
1197,Fe96B4,0
1198,Fe97B3,0
1199,Fe98B2,0
1200,Fe99B1,0
1201,Gd1Al99,0
1202,Gd1Co99,0
1203,Gd10Al90,1
1204,Gd10Co90,0
1205,Gd100,0
1206,Gd11Al89,1
1207,Gd11Co89,0
1208,Gd12Al88,1
1209,Gd12Co88,0
1210,Gd13Al87,0
1211,Gd13Co87,0
1212,Gd14Al86,0
1213,Gd14Co86,0
1214,Gd15Al85,0
1215,Gd15Co85,0
1216,Gd16Al84,0
1217,Gd16Co84,0
1218,Gd17Al83,0
1219,Gd17Co83,0
1220,Gd18Al82,0
1221,Gd18Co82,0
1222,Gd19Al81,0
1223,Gd19Co81,0
1224,Gd2Al98,0
1225,Gd2Co98,0
1226,Gd20Al80,0
1227,Gd20Co80,0
1228,Gd21Al79,0
1229,Gd21Co79,0
1230,Gd22Al78,0
1231,Gd22Co78,0
1232,Gd23Al77,0
1233,Gd23Co77,0
1234,Gd24Al76,0
1235,Gd24Co76,0
1236,Gd25Al75,0
1237,Gd25Co75,0
1238,Gd26Al74,0
1239,Gd26Co74,0
1240,Gd27Al73,0
1241,Gd27Co73,0
1242,Gd28Al72,0
1243,Gd28Co72,0
1244,Gd29Al71,0
1245,Gd29Co71,0
1246,Gd3Al97,0
1247,Gd3Co97,0
1248,Gd30Al70,0
1249,Gd30Co70,0
1250,Gd31Al69,0
1251,Gd31Co69,0
1252,Gd32Al68,0
1253,Gd32Co68,0
1254,Gd33Al67,0
1255,Gd33Co67,0
1256,Gd34Al66,0
1257,Gd34Co66,0
1258,Gd35Al65,0
1259,Gd35Co65,0
1260,Gd36Al64,0
1261,Gd36Co64,0
1262,Gd37Al63,0
1263,Gd37Co63,0
1264,Gd38Al62,0
1265,Gd38Co62,0
1266,Gd39Al61,0
1267,Gd39Co61,0
1268,Gd4Al96,0
1269,Gd4Co96,0
1270,Gd40Al60,0
1271,Gd40Co60,0
1272,Gd41Al59,0
1273,Gd41Co59,0
1274,Gd42Al58,0
1275,Gd42Co58,0
1276,Gd43Al57,0
1277,Gd43Co57,0
1278,Gd44Al56,0
1279,Gd44Co56,0
1280,Gd45Al55,0
1281,Gd45Co55,0
1282,Gd46Al54,0
1283,Gd46Co54,0
1284,Gd47Al53,0
1285,Gd47Co53,0
1286,Gd48Al52,0
1287,Gd48Co52,0
1288,Gd49Al51,0
1289,Gd49Co51,0
1290,Gd5Al95,0
1291,Gd5Co95,0
1292,Gd50Al50,0
1293,Gd50Co50,0
1294,Gd51Al49,0
1295,Gd51Co49,0
1296,Gd52Al48,0
1297,Gd52Co48,0
1298,Gd53Al47,0
1299,Gd53Co47,0
1300,Gd54Al46,0
1301,Gd54Co46,0
1302,Gd55Al45,0
1303,Gd55Co45,0
1304,Gd56Al44,0
1305,Gd56Co44,0
1306,Gd57Al43,0
1307,Gd57Co43,0
1308,Gd58Al42,0
1309,Gd58Co42,0
1310,Gd59Al41,0
1311,Gd59Co41,0
1312,Gd6Al94,0
1313,Gd6Co94,0
1314,Gd60Al40,0
1315,Gd60Co40,0
1316,Gd61Al39,0
1317,Gd61Co39,0
1318,Gd62Al38,0
1319,Gd62Co38,1
1320,Gd63Al37,0
1321,Gd63Co37,1
1322,Gd64Al36,0
1323,Gd64Co36,1
1324,Gd65Al35,0
1325,Gd65Co35,1
1326,Gd66Al34,0
1327,Gd66Co34,1
1328,Gd67Al33,0
1329,Gd67Co33,1
1330,Gd68Al32,0
1331,Gd68Co32,1
1332,Gd69Al31,0
1333,Gd69Co31,1
1334,Gd7Al93,0
1335,Gd7Co93,0
1336,Gd70Al30,0
1337,Gd70Co30,1
1338,Gd71Al29,0
1339,Gd71Co29,1
1340,Gd72Al28,0
1341,Gd72Co28,0
1342,Gd73Al27,0
1343,Gd73Co27,0
1344,Gd74Al26,0
1345,Gd74Co26,0
1346,Gd75Al25,0
1347,Gd75Co25,0
1348,Gd76Al24,0
1349,Gd76Co24,0
1350,Gd77Al23,0
1351,Gd77Co23,0
1352,Gd78Al22,0
1353,Gd78Co22,0
1354,Gd79Al21,0
1355,Gd79Co21,0
1356,Gd8Al92,1
1357,Gd8Co92,0
1358,Gd80Al20,0
1359,Gd80Co20,0
1360,Gd81Al19,0
1361,Gd81Co19,0
1362,Gd82Al18,0
1363,Gd82Co18,0
1364,Gd83Al17,0
1365,Gd83Co17,0
1366,Gd84Al16,0
1367,Gd84Co16,0
1368,Gd85Al15,0
1369,Gd85Co15,0
1370,Gd86Al14,0
1371,Gd86Co14,0
1372,Gd87Al13,0
1373,Gd87Co13,0
1374,Gd88Al12,0
1375,Gd88Co12,0
1376,Gd89Al11,0
1377,Gd89Co11,0
1378,Gd9Al91,1
1379,Gd9Co91,0
1380,Gd90Al10,0
1381,Gd90Co10,0
1382,Gd91Al9,0
1383,Gd91Co9,0
1384,Gd92Al8,0
1385,Gd92Co8,0
1386,Gd93Al7,0
1387,Gd93Co7,0
1388,Gd94Al6,0
1389,Gd94Co6,0
1390,Gd95Al5,0
1391,Gd95Co5,0
1392,Gd96Al4,0
1393,Gd96Co4,0
1394,Gd97Al3,0
1395,Gd97Co3,0
1396,Gd98Al2,0
1397,Gd98Co2,0
1398,Gd99Al1,0
1399,Gd99Co1,0
1400,Ge1Te99,0
1401,Ge10Te90,1
1402,Ge100,0
1403,Ge11Te89,1
1404,Ge12Te88,1
1405,Ge13Te87,1
1406,Ge14Te86,1
1407,Ge15Te85,1
1408,Ge16Te84,1
1409,Ge17Te83,1
1410,Ge18Te82,1
1411,Ge19Te81,1
1412,Ge2Te98,0
1413,Ge20Te80,1
1414,Ge21Te79,1
1415,Ge22Te78,1
1416,Ge23Te77,1
1417,Ge24Te76,1
1418,Ge25Te75,1
1419,Ge26Te74,0
1420,Ge27Te73,0
1421,Ge28Te72,0
1422,Ge29Te71,0
1423,Ge3Te97,0
1424,Ge30Te70,0
1425,Ge31Te69,0
1426,Ge32Te68,0
1427,Ge33Te67,0
1428,Ge34Te66,0
1429,Ge35Te65,0
1430,Ge36Te64,0
1431,Ge37Te63,0
1432,Ge38Te62,0
1433,Ge39Te61,0
1434,Ge4Te96,0
1435,Ge40Te60,0
1436,Ge41Te59,0
1437,Ge42Te58,0
1438,Ge43Te57,0
1439,Ge44Te56,0
1440,Ge45Te55,0
1441,Ge46Te54,0
1442,Ge47Te53,0
1443,Ge48Te52,0
1444,Ge49Te51,0
1445,Ge5Te95,0
1446,Ge50Te50,0
1447,Ge51Te49,0
1448,Ge52Te48,0
1449,Ge53Te47,0
1450,Ge54Te46,0
1451,Ge55Te45,0
1452,Ge56Te44,0
1453,Ge57Te43,0
1454,Ge58Te42,0
1455,Ge59Te41,0
1456,Ge6Te94,0
1457,Ge60Te40,0
1458,Ge61Te39,0
1459,Ge62Te38,0
1460,Ge63Te37,0
1461,Ge64Te36,0
1462,Ge65Te35,0
1463,Ge66Te34,0
1464,Ge67Te33,0
1465,Ge68Te32,0
1466,Ge69Te31,0
1467,Ge7Te93,0
1468,Ge70Te30,0
1469,Ge71Te29,0
1470,Ge72Te28,0
1471,Ge73Te27,0
1472,Ge74Te26,0
1473,Ge75Te25,0
1474,Ge76Te24,0
1475,Ge77Te23,0
1476,Ge78Te22,0
1477,Ge79Te21,0
1478,Ge8Te92,0
1479,Ge80Te20,0
1480,Ge81Te19,0
1481,Ge82Te18,0
1482,Ge83Te17,0
1483,Ge84Te16,0
1484,Ge85Te15,0
1485,Ge86Te14,0
1486,Ge87Te13,0
1487,Ge88Te12,0
1488,Ge89Te11,0
1489,Ge9Te91,0
1490,Ge90Te10,0
1491,Ge91Te9,0
1492,Ge92Te8,0
1493,Ge93Te7,0
1494,Ge94Te6,0
1495,Ge95Te5,0
1496,Ge96Te4,0
1497,Ge97Te3,0
1498,Ge98Te2,0
1499,Ge99Te1,0
1500,Hf1Cu99,0
1501,Hf1Fe99,0
1502,Hf1Ni99,0
1503,Hf10Cu90,0
1504,Hf10Fe90,1
1505,Hf10Ni90,0
1506,Hf100,0
1507,Hf11Cu89,0
1508,Hf11Fe89,0
1509,Hf11Ni89,0
1510,Hf12Cu88,0
1511,Hf12Fe88,0
1512,Hf12Ni88,0
1513,Hf13Cu87,0
1514,Hf13Fe87,0
1515,Hf13Ni87,0
1516,Hf14Cu86,0
1517,Hf14Fe86,0
1518,Hf14Ni86,0
1519,Hf15Cu85,0
1520,Hf15Fe85,0
1521,Hf15Ni85,0
1522,Hf16Cu84,0
1523,Hf16Fe84,0
1524,Hf16Ni84,0
1525,Hf17Cu83,0
1526,Hf17Fe83,0
1527,Hf17Ni83,0
1528,Hf18Cu82,0
1529,Hf18Fe82,0
1530,Hf18Ni82,0
1531,Hf19Cu81,0
1532,Hf19Fe81,0
1533,Hf19Ni81,0
1534,Hf2Cu98,0
1535,Hf2Fe98,0
1536,Hf2Ni98,0
1537,Hf20Cu80,0
1538,Hf20Fe80,0
1539,Hf20Ni80,0
1540,Hf21Cu79,0
1541,Hf21Fe79,0
1542,Hf21Ni79,0
1543,Hf22Cu78,0
1544,Hf22Fe78,0
1545,Hf22Ni78,0
1546,Hf23Cu77,0
1547,Hf23Fe77,0
1548,Hf23Ni77,0
1549,Hf24Cu76,0
1550,Hf24Fe76,0
1551,Hf24Ni76,0
1552,Hf25Cu75,0
1553,Hf25Fe75,0
1554,Hf25Ni75,0
1555,Hf26Cu74,0
1556,Hf26Fe74,0
1557,Hf26Ni74,0
1558,Hf27Cu73,0
1559,Hf27Fe73,0
1560,Hf27Ni73,0
1561,Hf28Cu72,0
1562,Hf28Fe72,0
1563,Hf28Ni72,0
1564,Hf29Cu71,0
1565,Hf29Fe71,0
1566,Hf29Ni71,0
1567,Hf3Cu97,0
1568,Hf3Fe97,0
1569,Hf3Ni97,0
1570,Hf30Cu70,1
1571,Hf30Fe70,0
1572,Hf30Ni70,1
1573,Hf31Cu69,1
1574,Hf31Fe69,0
1575,Hf31Ni69,1
1576,Hf32Cu68,1
1577,Hf32Fe68,0
1578,Hf32Ni68,1
1579,Hf33Cu67,1
1580,Hf33Fe67,0
1581,Hf33Ni67,1
1582,Hf34Cu66,1
1583,Hf34Fe66,0
1584,Hf34Ni66,1
1585,Hf35Cu65,1
1586,Hf35Fe65,0
1587,Hf35Ni65,1
1588,Hf36Cu64,1
1589,Hf36Fe64,0
1590,Hf36Ni64,1
1591,Hf37Cu63,1
1592,Hf37Fe63,0
1593,Hf37Ni63,1
1594,Hf38Cu62,1
1595,Hf38Fe62,0
1596,Hf38Ni62,1
1597,Hf39Cu61,1
1598,Hf39Fe61,0
1599,Hf39Ni61,1
1600,Hf4Cu96,0
1601,Hf4Fe96,0
1602,Hf4Ni96,0
1603,Hf40Cu60,1
1604,Hf40Fe60,0
1605,Hf40Ni60,1
1606,Hf41Cu59,1
1607,Hf41Fe59,0
1608,Hf41Ni59,1
1609,Hf42Cu58,1
1610,Hf42Fe58,0
1611,Hf42Ni58,1
1612,Hf43Cu57,1
1613,Hf43Fe57,0
1614,Hf43Ni57,1
1615,Hf44Cu56,1
1616,Hf44Fe56,0
1617,Hf44Ni56,1
1618,Hf45Cu55,1
1619,Hf45Fe55,0
1620,Hf45Ni55,1
1621,Hf46Cu54,1
1622,Hf46Fe54,0
1623,Hf46Ni54,1
1624,Hf47Cu53,1
1625,Hf47Fe53,0
1626,Hf47Ni53,1
1627,Hf48Cu52,1
1628,Hf48Fe52,0
1629,Hf48Ni52,1
1630,Hf49Cu51,1
1631,Hf49Fe51,0
1632,Hf49Ni51,1
1633,Hf5Cu95,0
1634,Hf5Fe95,0
1635,Hf5Ni95,0
1636,Hf50Cu50,1
1637,Hf50Fe50,0
1638,Hf50Ni50,1
1639,Hf51Cu49,1
1640,Hf51Fe49,0
1641,Hf51Ni49,1
1642,Hf52Cu48,1
1643,Hf52Fe48,0
1644,Hf52Ni48,1
1645,Hf53Cu47,1
1646,Hf53Fe47,0
1647,Hf53Ni47,1
1648,Hf54Cu46,1
1649,Hf54Fe46,0
1650,Hf54Ni46,1
1651,Hf55Cu45,1
1652,Hf55Fe45,0
1653,Hf55Ni45,1
1654,Hf56Cu44,1
1655,Hf56Fe44,0
1656,Hf56Ni44,1
1657,Hf57Cu43,1
1658,Hf57Fe43,0
1659,Hf57Ni43,1
1660,Hf58Cu42,1
1661,Hf58Fe42,0
1662,Hf58Ni42,1
1663,Hf59Cu41,1
1664,Hf59Fe41,0
1665,Hf59Ni41,1
1666,Hf6Cu94,0
1667,Hf6Fe94,0
1668,Hf6Ni94,0
1669,Hf60Cu40,1
1670,Hf60Fe40,0
1671,Hf60Ni40,1
1672,Hf61Cu39,1
1673,Hf61Fe39,0
1674,Hf61Ni39,1
1675,Hf62Cu38,1
1676,Hf62Fe38,0
1677,Hf62Ni38,1
1678,Hf63Cu37,1
1679,Hf63Fe37,0
1680,Hf63Ni37,1
1681,Hf64Cu36,1
1682,Hf64Fe36,0
1683,Hf64Ni36,1
1684,Hf65Cu35,1
1685,Hf65Fe35,0
1686,Hf65Ni35,1
1687,Hf66Cu34,1
1688,Hf66Fe34,0
1689,Hf66Ni34,1
1690,Hf67Cu33,1
1691,Hf67Fe33,0
1692,Hf67Ni33,1
1693,Hf68Cu32,1
1694,Hf68Fe32,0
1695,Hf68Ni32,1
1696,Hf69Cu31,1
1697,Hf69Fe31,0
1698,Hf69Ni31,1
1699,Hf7Cu93,0
1700,Hf7Fe93,0
1701,Hf7Ni93,0
1702,Hf70Cu30,1
1703,Hf70Fe30,0
1704,Hf70Ni30,1
1705,Hf71Cu29,0
1706,Hf71Fe29,0
1707,Hf71Ni29,0
1708,Hf72Cu28,0
1709,Hf72Fe28,0
1710,Hf72Ni28,0
1711,Hf73Cu27,0
1712,Hf73Fe27,0
1713,Hf73Ni27,0
1714,Hf74Cu26,0
1715,Hf74Fe26,0
1716,Hf74Ni26,0
1717,Hf75Cu25,0
1718,Hf75Fe25,0
1719,Hf75Ni25,0
1720,Hf76Cu24,0
1721,Hf76Fe24,0
1722,Hf76Ni24,0
1723,Hf77Cu23,0
1724,Hf77Fe23,0
1725,Hf77Ni23,0
1726,Hf78Cu22,0
1727,Hf78Fe22,0
1728,Hf78Ni22,0
1729,Hf79Cu21,0
1730,Hf79Fe21,0
1731,Hf79Ni21,0
1732,Hf8Cu92,0
1733,Hf8Fe92,0
1734,Hf8Ni92,0
1735,Hf80Cu20,0
1736,Hf80Fe20,0
1737,Hf80Ni20,0
1738,Hf81Cu19,0
1739,Hf81Fe19,0
1740,Hf81Ni19,0
1741,Hf82Cu18,0
1742,Hf82Fe18,0
1743,Hf82Ni18,0
1744,Hf83Cu17,0
1745,Hf83Fe17,0
1746,Hf83Ni17,0
1747,Hf84Cu16,0
1748,Hf84Fe16,0
1749,Hf84Ni16,0
1750,Hf85Cu15,0
1751,Hf85Fe15,0
1752,Hf85Ni15,0
1753,Hf86Cu14,0
1754,Hf86Fe14,0
1755,Hf86Ni14,0
1756,Hf87Cu13,0
1757,Hf87Fe13,0
1758,Hf87Ni13,0
1759,Hf88Cu12,0
1760,Hf88Fe12,0
1761,Hf88Ni12,0
1762,Hf89Cu11,0
1763,Hf89Fe11,0
1764,Hf89Ni11,0
1765,Hf9Cu91,0
1766,Hf9Fe91,1
1767,Hf9Ni91,0
1768,Hf90Cu10,0
1769,Hf90Fe10,0
1770,Hf90Ni10,0
1771,Hf91Cu9,0
1772,Hf91Fe9,0
1773,Hf91Ni9,0
1774,Hf92Cu8,0
1775,Hf92Fe8,0
1776,Hf92Ni8,0
1777,Hf93Cu7,0
1778,Hf93Fe7,0
1779,Hf93Ni7,0
1780,Hf94Cu6,0
1781,Hf94Fe6,0
1782,Hf94Ni6,0
1783,Hf95Cu5,0
1784,Hf95Fe5,0
1785,Hf95Ni5,0
1786,Hf96Cu4,0
1787,Hf96Fe4,0
1788,Hf96Ni4,0
1789,Hf97Cu3,0
1790,Hf97Fe3,0
1791,Hf97Ni3,0
1792,Hf98Cu2,0
1793,Hf98Fe2,0
1794,Hf98Ni2,0
1795,Hf99Cu1,0
1796,Hf99Fe1,0
1797,Hf99Ni1,0
1798,Ho1Al99,0
1799,Ho10Al90,1
1800,Ho100,0
1801,Ho11Al89,1
1802,Ho12Al88,1
1803,Ho13Al87,0
1804,Ho14Al86,0
1805,Ho15Al85,0
1806,Ho16Al84,0
1807,Ho17Al83,0
1808,Ho18Al82,0
1809,Ho19Al81,0
1810,Ho2Al98,0
1811,Ho20Al80,0
1812,Ho21Al79,0
1813,Ho22Al78,0
1814,Ho23Al77,0
1815,Ho24Al76,0
1816,Ho25Al75,0
1817,Ho26Al74,0
1818,Ho27Al73,0
1819,Ho28Al72,0
1820,Ho29Al71,0
1821,Ho3Al97,0
1822,Ho30Al70,0
1823,Ho31Al69,0
1824,Ho32Al68,0
1825,Ho33Al67,0
1826,Ho34Al66,0
1827,Ho35Al65,0
1828,Ho36Al64,0
1829,Ho37Al63,0
1830,Ho38Al62,0
1831,Ho39Al61,0
1832,Ho4Al96,0
1833,Ho40Al60,0
1834,Ho41Al59,0
1835,Ho42Al58,0
1836,Ho43Al57,0
1837,Ho44Al56,0
1838,Ho45Al55,0
1839,Ho46Al54,0
1840,Ho47Al53,0
1841,Ho48Al52,0
1842,Ho49Al51,0
1843,Ho5Al95,0
1844,Ho50Al50,0
1845,Ho51Al49,0
1846,Ho52Al48,0
1847,Ho53Al47,0
1848,Ho54Al46,0
1849,Ho55Al45,0
1850,Ho56Al44,0
1851,Ho57Al43,0
1852,Ho58Al42,0
1853,Ho59Al41,0
1854,Ho6Al94,0
1855,Ho60Al40,0
1856,Ho61Al39,0
1857,Ho62Al38,0
1858,Ho63Al37,0
1859,Ho64Al36,0
1860,Ho65Al35,0
1861,Ho66Al34,0
1862,Ho67Al33,0
1863,Ho68Al32,0
1864,Ho69Al31,0
1865,Ho7Al93,0
1866,Ho70Al30,0
