,Unnamed: 0,oqmdid,e_form expt,e_form mp,e_form oqmd
846,846,18060.0,-0.4363,-0.39452096,-0.46589572
847,847,17954.0,-0.5991,-0.52282047,-0.53933084
848,848,17391.0,-0.5099,-0.37901034,-0.41516328
849,849,13860.0,-0.1555,-0.25279987,-0.31193171
850,850,19398.0,-0.1337,-0.28526758,-0.351585
851,851,7829.0,-0.6094,-0.58626824,-0.62787003
852,852,92492.0,-0.7804,-0.67825908,-0.7158068000000001
853,853,647405.0,-0.768,-0.69045193,-0.72797909
854,854,31076.0,-0.8074,,-0.74505748
855,855,30420.0,-0.8136,,-0.75843331
856,856,31084.0,-0.7576,,-0.34830875
857,857,31219.0,-0.7784,-0.72459532,-0.75720558
858,858,17478.0,-0.7618,-0.71602343,-0.75273452
859,859,647468.0,-0.7493,-0.70634021,-0.74499058
860,860,31088.0,-0.7545,,-0.73109966
861,861,30711.0,-0.7784,,-0.70397538
862,862,30711.0,-0.7628,,-0.70397538
863,863,647319.0,-0.968,-0.84441926,-0.84486917
864,864,13726.0,-0.1627,0.01164082,0.01146355
865,865,10313.0,-0.9307,-0.83198247,-0.83402587
866,866,13725.0,-0.8405,-0.79858593,-0.79984176
867,867,655868.0,-0.7172,-0.46914122,-0.48565297
868,868,,-0.1731,,
869,869,683580.0,-0.2954,,-0.27869893
870,870,646171.0,-0.5897,-0.55039662,-0.55538291
871,871,13801.0,-0.4819,-0.46246676,-0.46030866
872,872,646837.0,-0.5421,-0.54497816,-0.54239792
873,873,8070.0,-0.7027,,-0.69572926
874,874,30438.0,-0.7732,-0.69955296,-0.69728076
875,875,48717.0,-0.4353,-0.36231627,-0.36229547
876,876,8193.0,-0.0383,-0.08637972,-0.0823748
877,877,646856.0,-0.3431,-0.31015357,-0.31695899
878,878,646856.0,-0.3368,-0.31015357,-0.31695899
879,879,2258.0,-0.4705,-0.47655987,-0.47509124
880,880,13687.0,-0.3845,-0.35448466,-0.3551848
881,881,,-0.0425,,
882,882,,-0.7815,,
883,883,662552.0,-0.7607,-0.59199312,-0.65986646
884,884,,-0.7939,,
885,885,20668.0,-0.7296,-0.68400837,-0.68533545
886,886,,-0.8468,,
887,887,647275.0,-0.7473,-0.70498837,-0.70618325
888,888,,-0.8312,,
889,889,8025.0,-0.8499,,-0.77906924
890,890,30497.0,-0.9411,,-0.74262386
891,891,10064.0,-0.8468,-0.79227955,-0.37857456
892,892,29859.0,-0.9577,,-0.79716707
893,893,30444.0,-0.9514,,-0.8021457
894,894,18316.0,-0.9908,-0.80121533,-0.80431566
895,895,30501.0,-0.9463,,-0.80150275
896,896,30459.0,-0.9649,,-0.79262795
897,897,17503.0,-0.7006,-0.69447488,-0.69973281
898,898,,-0.4809,-0.43663624,
899,899,10612.0,-0.5545,-0.5314414000000001,-0.53390158
900,900,,-0.4861,-0.35436314,
901,901,,-0.625,,
902,902,10540.0,-0.3835,-0.34999804,-0.351949
903,903,,-0.4768,,
904,904,10541.0,-0.4975,-0.48538706,-0.48600004
905,905,18716.0,-0.4508,-0.45116262,-0.45477582
906,906,647422.0,-0.4768,-0.41285323,-0.41003104
907,907,10483.0,-0.5234,-0.49784908,-0.49709903
908,908,10484.0,-0.456,-0.4468069000000001,-0.44815358
909,909,,-0.4249,,
910,910,10617.0,-0.4094,-0.34637732,-0.35140065
911,911,10618.0,-0.3368,-0.17169078,-0.17298079
912,912,,-0.3938,,
913,913,658970.0,-0.5078,-0.39960339,-0.40410721
914,914,10582.0,-0.57,-0.50959215,-0.51399839
915,915,,-0.4975,-0.44082113,
916,916,10452.0,-0.5089,-0.50800421,-0.51084323
917,917,,-0.4094,,
918,918,10402.0,-0.5068,-0.45683008,-0.47386387
919,919,18919.0,-0.17,-0.15424701,-0.16062138
920,920,10468.0,-0.5327,-0.52226962,-0.52271679
921,921,,-0.4084,,
922,922,,-0.3596,,
923,923,,-0.2529,,
924,924,,-0.172,,
925,925,,-0.1244,,
926,926,,-0.115,,
927,927,,-0.0881,,
928,928,,-0.0902,,
929,929,,-0.1378,,
930,930,20722.0,-0.1803,-0.20161828,-0.21227463
931,931,,-0.1441,,
932,932,113163.0,-0.1565,-0.20561058,-0.21463602
933,933,,-0.1948,,
934,934,,-0.0725,,
935,935,,-0.0466,,
936,936,,-0.086,,
937,937,31242.0,-0.1213,-0.16629482,-0.16700065
938,938,,-0.0653,,
939,939,,-0.2601,-0.33433602,
940,940,19331.0,-0.3379,-0.45253956,-0.45261573
941,941,89117.0,-0.3462,-0.45827261,-0.46149673
942,942,29890.0,-0.2301,,-0.24881051
943,943,,-0.1337,,
944,944,,-0.2094,,
945,945,,-0.3244,,
946,946,30015.0,-0.3171,-0.48549384,-0.49334426
947,947,,-0.1772,,
948,948,,-0.2394,,
949,949,18494.0,-0.3317,-0.40707405,-0.41479822
950,950,31223.0,-0.2674,-0.39817732,-0.4264578
951,951,,-0.1441,,
952,952,10523.0,-0.4011,-0.46326458,-0.4683723
953,953,,-0.4115,,
954,954,10534.0,-0.5203,-0.59657081,-0.6063670999999999
955,955,,-0.257,,
956,956,30279.0,-0.7182,-0.55812311,-0.56785364
957,957,30304.0,-0.3721,-0.33300579,-0.34667213
958,958,647474.0,-0.3596,-0.39977053,-0.43095053
959,959,647910.0,-0.3078,-0.17266856,-0.20790812
960,960,,-0.1524,,
961,961,,-0.0166,,
962,962,18663.0,-0.0311,0.03668239,0.04087623
963,963,18642.0,-0.0321,0.01621323,0.02019311
964,964,18836.0,-0.0187,-0.07146536,-0.03296878
965,965,31298.0,-0.0269,-0.10130516,-0.09891662
966,966,20826.0,-0.0197,-0.12142022,-0.11960373
967,967,17236.0,-0.0228,-0.14341286,-0.13997887
968,968,30221.0,-0.0373,-0.17493036,-0.17014908
969,969,,-0.141,,
970,970,,-0.1078,,
971,971,18688.0,-0.2819,-0.28543016,-0.29783282
972,972,19423.0,-0.2332,-0.41788011,-0.44919251
973,973,,-0.3545,,
974,974,104100.0,-0.211,-0.12607536,-0.1153915
975,975,,-0.2332,,
976,976,17097.0,-0.2674,-0.22535881,-0.23947064
977,977,647048.0,-0.398,-0.3497696,-0.36174807
978,978,29249.0,-0.1202,-0.15857999,-0.17199427
979,979,647071.0,-0.4394,-0.4354005,-0.44920504
980,980,647056.0,-0.3275,-0.24303171,-0.25696368
981,981,29396.0,-0.1617,-0.10441762,-0.13898515
982,982,27707.0,-0.57,-0.61306221,-0.63709835
983,983,29293.0,-0.5617,-0.51703112,-0.54134649
984,984,647094.0,-0.6364,-0.65953515,-0.68559285
985,985,647063.0,-0.6146,-0.49619322,-0.52142632
986,986,18296.0,-0.398,-0.36833086,-0.37173531
987,987,29296.0,-0.2943,-0.302636,-0.30455297
988,988,10435.0,-0.2747,-0.12779898,-0.12939585
989,989,19462.0,-0.1803,0.04125642,0.00643917
990,990,,-0.2425,,
991,991,,-0.1461,,
992,992,,-0.4695,,
993,993,,-0.0922,,
994,994,31335.0,-0.2653,-0.32760082,-0.3390292
995,995,,-0.1513,,
996,996,472691.0,-0.2259,,0.11432415
997,997,472554.0,-0.1202,,-0.08439467
998,998,22373.0,-0.2871,-0.31383058,-0.30950568
999,999,646824.0,-0.2239,-0.09505111,-0.10712478
1000,1000,,-0.1296,,
1001,1001,29699.0,-0.1948,0.06969568,0.06588514
1002,1002,,-0.1762,,
1003,1003,,-0.1337,,
1004,1004,,-0.3876,,
1005,1005,,-0.1182,,
1006,1006,525371.0,-0.058,-0.06796609,-0.07357737
1007,1007,,-0.1513,,
1008,1008,,-0.2767,,
1009,1009,,-0.3109,,
1010,1010,20349.0,-0.1182,-0.00660202,-0.17154466
1011,1011,676576.0,-0.2166,,0.04352649
1012,1012,17257.0,-0.2218,-0.22451226,-0.22432807
1013,1013,,-0.2176,,
1014,1014,10120.0,-0.1596,-0.1827522,-0.22961262
1015,1015,10801.0,-0.1472,-0.12815058,-0.19073514
1016,1016,19456.0,-0.0819,-0.0691933,-0.14436161
1017,1017,10803.0,-0.0601,-0.04715316,-0.06419591
1018,1018,,-0.0135,,
1019,1019,30238.0,-0.0964,-0.08104349,-0.08061884
1020,1020,110129.0,,-0.23952203,-0.24057406
1021,1021,7825.0,,0.08097756,-0.20058362
1022,1022,,-1.0733,,
1023,1023,,,-0.01687109,
1024,1024,,,-0.01687109,
1025,1025,689212.0,-0.4519,,-0.23996133
1026,1026,,-0.3441,,
1027,1027,,-0.1461,,
1028,1028,,-0.2881,,
1029,1029,,-0.3161,,
1030,1030,31357.0,-0.3151,-0.24844258,-0.25311439
1031,1031,,-0.3047,,
1032,1032,7559.0,-0.2653,-0.24244816,-0.23955457
1033,1033,,-0.2529,-0.1959975,
1034,1034,94913.0,-0.6871,-0.65864811,-0.66944636
1035,1035,17890.0,-0.4198,-0.43251692,-0.43864812
1036,1036,509949.0,-0.4218,,-0.33701128
1037,1037,,-0.5897,,
1038,1038,,,,
1039,1039,21081.0,-0.7473,-0.62052541,-0.64117697
1040,1040,,-0.256,,
1041,1041,17718.0,-0.0601,-0.12738089,-0.13765654
1042,1042,,-0.0922,,
1043,1043,,-0.0497,,
1044,1044,17364.0,-0.2104,-0.26402934,-0.25512470000000004
1045,1045,17365.0,-0.0663,-0.16067013,-0.1700668
1046,1046,,-0.2239,,
1047,1047,18066.0,-0.1451,-0.61434864,-0.61292525
1048,1048,19107.0,-0.1078,-0.13790279,-0.14415719
1049,1049,18874.0,-0.0497,-0.1906269,-0.19700494
1050,1050,90200.0,-0.4685,-0.18880831,-0.19334822
1051,1051,,-0.0954,,
1052,1052,19153.0,-0.1503,-0.22563882,-0.22469722
1053,1053,,-0.1368,,
1054,1054,29575.0,-0.0912,-0.25815540000000003,-0.25473662
1055,1055,668583.0,-0.5555,-0.35329579,-0.35251563
1056,1056,,-0.1855,-0.31842792,
1057,1057,,-0.2187,-0.72230996,
1058,1058,,-0.029,0.16239360000000005,
1059,1059,,-0.0031,,
1060,1060,,-0.0383,,
1061,1061,,-0.1078,,
1062,1062,,-0.057,,
1063,1063,29839.0,-0.0166,-0.08229063,-0.07837486
1064,1064,,-0.0218,,
1065,1065,,-0.0549,,
1066,1066,30235.0,-0.1658,-0.11839909,-0.10785679
1067,1067,110129.0,-0.2384,-0.23952203,-0.24057406
1068,1068,7825.0,-0.2145,0.08097756,-0.20058362
1069,1069,17670.0,-0.2581,-0.03866552,-0.01265056
1070,1070,116608.0,-0.3389,-0.34371282,-0.3780194000000001
1071,1071,,-0.625,,
1072,1072,,-0.0974,-0.10506817,
1073,1073,,-0.0705,,
1074,1074,31347.0,-0.1088,-0.00869899,0.10190198
1075,1075,29447.0,-0.0705,,-0.05120681
1076,1076,18557.0,-0.1316,-0.02884124,0.07583558
1077,1077,29416.0,-0.0684,-0.04709472,0.12501809
1078,1078,,-0.1264,-0.05964595,
1079,1079,,-0.0746,,
1080,1080,18800.0,-0.1036,,0.01275074
1081,1081,31309.0,-0.1524,-0.09841932,0.11207467
1082,1082,,-0.0798,,
1083,1083,,-0.084,,
1084,1084,31229.0,-0.1814,-0.18762872,-0.20234444
1085,1085,113163.0,-0.2042,-0.20561058,-0.21463602
1086,1086,29523.0,-0.2373,,-0.2299119
1087,1087,29389.0,-0.2384,,-0.24771716
1088,1088,10385.0,-0.626,-0.50109168,-0.50464884
1089,1089,526506.0,-0.3109,,-0.05831597
1090,1090,,-0.1669,,
1091,1091,,-0.5721,,
1092,1092,10474.0,-0.8457,-0.8315606,-0.82956983
1093,1093,468834.0,-0.8281,,-0.74053448
1094,1094,467796.0,-0.7918,-0.69834147,-0.69394758
1095,1095,463005.0,-0.8043,,-0.72693835
1096,1096,,-0.9027,,
1097,1097,,-0.5649,,
1098,1098,,-0.4249,,
1099,1099,30746.0,-0.5659,-0.4152267,-0.43623346
1100,1100,,-0.8436,,
1101,1101,463385.0,-0.6799,-0.66035607,-0.66685186
1102,1102,463323.0,-0.4249,-0.5749228,-0.58036463
1103,1103,464113.0,-0.8146,-0.6071031,-0.63046599
1104,1104,10557.0,-0.8841,-0.80610144,-0.80304897
1105,1105,463371.0,-0.7898,-0.7250791999999999,-0.7232613
1106,1106,463998.0,-0.882,-0.70439622,-0.69578426
1107,1107,463248.0,-0.9556,-0.73463303,-0.75081076
1108,1108,,-0.5814,,
1109,1109,,-0.2767,,
1110,1110,,-0.2954,,
1111,1111,503820.0,-0.2042,-0.15887265,-0.15820987
1112,1112,,-0.7338,,
1113,1113,502278.0,-0.2581,-0.64140667,-0.65579414
1114,1114,,-0.3348,,
1115,1115,502362.0,-0.2622,-0.25646363,-0.25392933
1116,1116,502597.0,-0.4768,-0.46129678,-0.46449838
1117,1117,503606.0,-0.3078,-0.26656891,-0.26434723
1118,1118,503527.0,-0.2114,-0.11616176,-0.13254978
1119,1119,,-0.6498,,
1120,1120,502620.0,-0.9836,-0.89107675,-0.9041485
1121,1121,503536.0,-0.8198,-0.69907969,-0.71557854
1122,1122,503388.0,-0.6281,-0.58413435,-0.6117019
1123,1123,,-0.3203,,
1124,1124,502753.0,-0.5794,-0.56948287,-0.56545621
1125,1125,503010.0,-0.3327,-0.35868372,-0.33464862
1126,1126,504149.0,-0.2187,,-0.190743
1127,1127,,-0.6685,,
1128,1128,,-0.6353,-0.47463249,
1129,1129,,-0.172,,
1130,1130,30931.0,-0.6716,,-0.59163632
1131,1131,,-0.5244,-0.14045965,
1132,1132,17740.0,-0.1078,0.13181374,0.11097907
1133,1133,,-0.171,-0.09252528,
1134,1134,7834.0,-0.3068,-0.30894702,-0.29965135
1135,1135,669812.0,-0.3596,0.02424395,0.07791212
1136,1136,17162.0,-0.3016,-0.35656496,-0.38480311
1137,1137,,-0.5027,,
1138,1138,,-0.3223,,
1139,1139,,-0.2995,-0.30551500000000004,
1140,1140,,-0.7504,,
1141,1141,,-0.5731,,
1142,1142,,-0.3659,,
1143,1143,647271.0,-0.57,-0.44292375,-0.44947884
1144,1144,17688.0,-0.4156,-0.44010532,-0.46709352
1145,1145,,-1.0116,,
1146,1146,,-0.8188,,
1147,1147,,-0.7742,,
1148,1148,18063.0,-0.4643,-0.41636787,-0.43863856
1149,1149,17275.0,-0.2228,-0.28814787,-0.28700053
1150,1150,17820.0,-0.2508,-0.1140145,-0.14172739999999998
1151,1151,17233.0,-0.0383,0.04401775,-0.01862392
1152,1152,,-0.2487,,
1153,1153,,-0.3203,,
1154,1154,,-0.2425,,
1155,1155,,-0.0943,,
1156,1156,,-0.3835,,
1157,1157,,-0.1803,0.07886879,
1158,1158,,-0.2757,,
1159,1159,,-0.285,,
1160,1160,,-0.2757,,
1161,1161,,-0.2176,,
1162,1162,,-0.2083,,
1163,1163,17273.0,-0.4405,-0.53975432,-0.56136537
1164,1164,55528.0,-0.2954,-0.34461536,-0.36462902
1165,1165,17816.0,-0.485,-0.43329163,-0.47901202
1166,1166,458527.0,-0.6716,-0.57404936,-0.5817824
1167,1167,457980.0,-0.2218,-0.33127356,-0.34589253
1168,1168,,-0.484,,
1169,1169,,-0.2322,,
1170,1170,647441.0,-0.5016,-0.0448774,-0.07865257
1171,1171,860363.0,-0.4415,0.31134766,-0.37599542
1172,1172,684862.0,-0.4239,,0.06719219
1173,1173,17497.0,-0.3047,0.29446035,0.2571392
1174,1174,24958.0,-0.9235,-0.73836035,-0.77341546
1175,1175,667584.0,-0.6488,-0.63230214,0.13071924
1176,1176,115027.0,-0.5452,-0.52801859,-0.58058168
1177,1177,676556.0,-0.7214,-0.68398515,-0.71904526
1178,1178,18376.0,-0.7089,-0.72360596,-0.7517316999999999
1179,1179,,-0.8975,,
1180,1180,566182.0,-1.024,-0.27783584,-1.01509825
1181,1181,17256.0,-0.6084,-0.45781977,-0.4582049
1182,1182,17683.0,-0.5783,-0.33896264,-0.36926039
1183,1183,18005.0,-0.9701,-0.83028347,-0.87088914
1184,1184,566429.0,-1.0872,-1.02254305,-1.05425069
1185,1185,,-0.1969,,
1186,1186,,-0.1855,,
1187,1187,,-0.2259,,
1188,1188,,-0.2094,,
1189,1189,,-0.2197,,
1190,1190,,-0.2384,,
1191,1191,,-0.2581,,
1192,1192,,-0.4353,,
1193,1193,,-0.3451,,
1194,1194,,-0.3451,,
1195,1195,,-0.5369,,
1196,1196,,-0.4871,,
1197,1197,,-0.4394,,
1198,1198,,-0.3887,,
1199,1199,,-0.3192,,
1200,1200,,-0.2985,,
1201,1201,,-0.2985,,
1202,1202,,-0.2353,,
1203,1203,,-0.2643,,
1204,1204,,-0.2104,,
1205,1205,,-0.2674,,
1206,1206,,-0.2684,,
1207,1207,,-0.2954,,
1208,1208,,-0.3337,,
1209,1209,,-0.3296,,
1210,1210,,-0.284,,
1211,1211,,-0.2964,,
1212,1212,,-0.3285,,
1213,1213,,-0.2415,,
1214,1214,,-0.2612,,
1215,1215,,-0.2757,,
1216,1216,,-0.1814,,
1217,1217,,-0.1057,,
1218,1218,,-0.2384,,
1219,1219,,-0.2881,,
1220,1220,,-0.2747,,
1221,1221,,-0.2633,,
1222,1222,,-0.2881,,
1223,1223,,-0.2747,,
1224,1224,,-0.2757,,
1225,1225,,-0.2218,,
1226,1226,,-0.2829,,
1227,1227,,-0.2498,,
1228,1228,,-0.3389,,
1229,1229,,-0.2446,,
1230,1230,,-0.2477,,
1231,1231,,-0.2995,,
1232,1232,,-0.3078,,
1233,1233,,-0.2892,,
1234,1234,690179.0,-0.7835,,-0.5320109000000001
1235,1235,,-0.8001,,
1236,1236,30804.0,-0.7773,,-0.54425795
1237,1237,,-0.7929,,
1238,1238,30399.0,-0.7979999999999999,,-0.55242522
1239,1239,30923.0,-0.7379,,-0.13671797
1240,1240,29904.0,-0.7887,-0.54462748,-0.54011757
1241,1241,17466.0,-0.7452,-0.53146096,-0.53073424
1242,1242,30023.0,-0.7794,,-0.5183237
1243,1243,30928.0,-0.7939,,-0.49914195
1244,1244,30697.0,-0.7752,,-0.46361792
1245,1245,22905.0,-0.4156,-0.34836755,-0.35750635
1246,1246,,-0.1223,,
1247,1247,19462.0,-0.1461,0.04125642,0.00643917
1248,1248,,-0.1213,,
1249,1249,,-0.1679,,
1250,1250,,-0.1897,,
1251,1251,,-0.2239,,
1252,1252,,-0.2415,,
1253,1253,,-0.229,,
1254,1254,,-0.2705,,
1255,1255,,-0.2995,,
1256,1256,,-0.1886,,
1257,1257,,-0.1679,,
1258,1258,647200.0,-0.1613,-0.12579344,-0.12767187
1259,1259,7790.0,-0.3823,-0.06049156,-0.06497736
1260,1260,2012.0,-0.2145,-0.17935152,-0.1861232
1261,1261,2012.0,,-0.17935152,-0.1861232
1262,1262,10488.0,-0.198,-0.18145293,-0.19199537
1263,1263,,-0.1565,-0.15599208,
1264,1264,90153.0,-0.1917,-0.10785642,-0.1044123
1265,1265,17651.0,-0.1658,-0.09464138,-0.09422897
1266,1266,17652.0,-0.1244,-0.110229,-0.10948037
1267,1267,,-0.0881,,
1268,1268,,-0.057,,
1269,1269,17342.0,,-0.29182240000000004,-0.29969984
1270,1270,,,,
1271,1271,,,,
1272,1272,646855.0,,-0.30645184,-0.31421743
1273,1273,,-0.3131,,
1274,1274,19373.0,-0.0301,-0.03087492,-0.04063231
1275,1275,30227.0,-0.141,-0.12231512,-0.12212013
