,Unnamed: 0,num_electron,latt const,tetragonality,e_form,pol fermi,mu_b,mu_b saturation
755,755,17,5.73,1.0,0.145,35.7,0.6995,137.93
756,756,17,5.74,1.0,0.24,17.3,0.6785,133.09
757,757,17,6.15,1.0,0.522,37.08,2.6998,430.56
758,758,18,5.6119,1.0039,-0.115,0.0,0.0,0.0
759,759,18,5.7074,1.0067,0.059,0.0,0.0,0.0
760,760,18,5.99,0.9983,0.246,0.0,0.0,0.0
761,761,19,5.5796,0.9964,-0.281,90.19,0.9958,213.42
762,762,19,5.7409,0.9978,-0.03,100.0,1.0,196.49
763,763,19,6.01,0.9983,0.107,100.0,1.0,171.17
764,764,18,5.67,1.0018,0.128,0.0,0.0004,0.08
765,765,18,5.69,1.0,0.236,50.95,0.1057,21.28
766,766,18,6.15,1.0,0.421,100.0,4.0,637.91
767,767,19,5.6,1.0036,-0.058,93.19,0.9897,208.31
768,768,19,5.72,1.0,0.104,100.0,1.0109,200.38
769,769,19,6.13,1.0,0.158,31.68,3.8907,626.58
770,770,20,5.5888,1.0034,-0.28,100.0,2.0,423.56
771,771,20,5.7574,1.0006,-0.053,100.0,2.0,388.51
772,772,20,6.0633,1.0044,0.022,48.53,3.0196,500.33
773,773,19,5.7885,0.9993,0.17800000000000002,90.95,3.0007,574.3
774,774,19,5.66,1.0018,0.28600000000000003,63.75,2.9927,611.19
775,775,19,6.08,1.0,0.505,64.84,3.4353,567.0
776,776,20,5.64,1.0,-0.036000000000000004,50.79,2.1657,447.8
777,777,20,5.747999999999998,1.0023,0.099,12.84,2.3091,450.0
778,778,20,6.0255,1.0001,0.206,58.25,2.8276,479.44
779,779,21,5.59,1.0,-0.229,41.71,2.6572,564.31
780,780,21,5.76,1.0,-0.012,6.65,2.8648,556.1
781,781,21,6.03,1.0,0.053,100.0,3.0002,507.6
782,782,21,5.74,1.0,-0.109,46.69,1.4444,283.32
783,783,21,5.75,1.0,-0.03,41.52,1.1107,216.73
784,784,21,6.04,1.0,0.521,69.32,1.6147,271.84
785,785,22,5.6132,1.0,-0.28,47.24,0.8029999999999999,168.43
786,786,22,5.7229,1.0024,-0.154,39.11,0.7273,143.6
787,787,22,5.9913,1.0012,-0.06,51.46,0.7544,129.97
788,788,23,5.56,0.9982,-0.472,0.0,0.0,0.0
789,789,23,5.72,0.9983,-0.262,0.0,0.0,0.0
790,790,23,5.99,0.9967,-0.201,0.0,0.0,0.0
791,791,16,5.7,1.0,-0.238,63.36,1.048,209.92
792,792,16,5.71,1.0,-0.246,67.93,1.0926,217.71
793,793,16,5.99,1.0,0.006,61.13,1.33,229.56
794,794,17,5.577000000000001,0.9953,-0.59,78.74,0.9998,214.82
795,795,17,5.6437,1.0052,-0.498,51.17,0.9734,199.84
796,796,17,5.9309,1.0038,-0.36,71.31,0.9647,170.89
797,797,18,5.4288,1.0039,-1.109,0.0,0.0,0.0
798,798,18,5.61,1.0,-0.852,0.0,0.0,0.0
799,799,18,5.8771,1.0017,-0.67,0.0,0.0,0.0
800,800,17,5.56,1.0,-0.093,58.1,0.6878,148.44
801,801,17,5.56,1.0,-0.068,82.6,0.8593,185.46
802,802,17,5.86,1.0,0.266,89.94,0.967,178.26
803,803,18,5.41,1.0,-0.5479999999999999,0.0,0.0,0.0
804,804,18,5.4982,1.0036,-0.391,0.0,0.0,0.0
805,805,18,5.79,1.0,-0.16399999999999998,0.0,0.0,0.0
806,806,19,5.3587,0.998,-0.643,92.65,0.9949,240.32
807,807,19,5.5264,0.9988,-0.363,100.0,1.0,220.05
808,808,19,5.8092,1.0017,-0.182,100.0,1.0,188.9
809,809,18,5.45,1.0042,0.033,0.0,0.0,0.0
810,810,18,5.4451,1.0055,0.078,0.0,0.0,0.0
811,811,18,5.7643,1.0036,0.465,0.0,0.0,0.0
812,812,19,5.3575,1.0026,-0.203,99.6,1.0,240.62
813,813,19,5.4726,1.003,-0.035,100.0,1.0,225.65
814,814,19,5.78,1.0017,0.16699999999999998,100.0,1.0,191.78
815,815,20,5.3249,1.0041,-0.362,100.0,2.0,489.39
816,816,20,5.5192,1.0001,-0.104,100.0,2.0,441.25
817,817,20,5.8075,1.0004,0.036000000000000004,100.0,2.0,378.65
818,818,19,5.45,1.0018,0.078,78.09,1.0396,237.8
819,819,19,5.46,1.0,0.139,96.21,1.0028,228.54
820,820,19,5.93,1.0,0.344,19.49,4.3243,769.27
821,821,20,5.356,1.0041,-0.209,100.0,2.0,480.89
822,822,20,5.49,1.0018,-0.057,100.0,2.0,447.56
823,823,20,5.8366,1.0033,0.079,25.61,2.9147,542.02
824,824,21,5.34,1.0,-0.443,100.0,3.0,730.84
825,825,21,5.53,1.0,-0.211,100.0,3.0,658.07
826,826,21,5.82,1.0,-0.108,100.0,3.0,564.52
827,827,20,5.5,0.9982,0.043,63.28,2.6218,585.64
828,828,20,5.51,0.9982,0.107,65.16,2.679,595.16
829,829,20,5.8,1.0,0.373,67.92,3.3909,644.7
830,830,21,5.3621,1.0043,-0.204,86.36,2.9966,717.99
831,831,21,5.5,1.0,-0.061,100.0,3.0,668.9
832,832,21,5.79,0.9983,0.064,100.0,3.0,574.33
833,833,22,5.35,1.0,-0.348,12.31,3.8481,932.21
834,834,22,5.53,1.0018,-0.13,65.6,3.9795,871.36
835,835,22,5.81,1.0,-0.033,52.37,3.9793,752.67
836,836,22,5.49,1.0,0.462,69.46,1.0288,230.64
837,837,22,5.5,1.0018,0.5329999999999999,68.46,1.1276,250.96
838,838,22,5.81,0.9983,0.765,81.9,1.4494,274.62
839,839,23,5.34,1.0019,0.28800000000000003,0.0,0.0,0.0
840,840,23,5.4495,1.0042,0.422,0.0,0.0002,0.05
841,841,23,5.7409,1.0028,0.504,0.0,0.0002,0.04
842,842,24,5.28,1.0019,0.141,5.49,0.2689,67.64
843,843,24,5.46,1.0,0.349,11.79,0.4672,106.48
844,844,24,5.73,1.0017,0.4,25.27,0.395,77.75
845,845,16,5.95,1.0,-0.535,64.1,1.2431,218.92
846,846,16,5.95,1.0,-0.4920000000000001,69.36,1.178,207.45
847,847,16,6.21,1.0,-0.304,66.98,1.3605,210.74
848,848,17,5.83,1.0017,-0.69,0.12,0.0015,0.28
849,849,17,5.92,1.0,-0.635,4.8,0.0679,12.14
850,850,17,6.15,1.0058,-0.591,0.0,0.0001,0.02
851,851,18,5.7366,1.001,-1.075,0.0,0.0,0.0
852,852,18,5.872000000000001,1.0039,-0.901,0.0,0.0,0.0
853,853,18,6.1179999999999986,1.0034,-0.8370000000000001,0.0,0.0,0.0
854,854,17,5.8262,1.0009,-0.275,87.85,0.8014,150.18
855,855,17,5.82,1.0,-0.207,90.12,0.8873,166.97
856,856,17,6.09,1.0,0.048,92.08,0.9487,155.81
857,857,18,5.69,1.0,-0.529,0.0,0.0,0.0
858,858,18,5.7749,1.0051,-0.41,0.0,0.0,0.0
859,859,18,6.04,1.0017,-0.302,0.0,0.0,0.0
860,860,19,5.66,1.0018,-0.5670000000000001,95.87,0.9998,204.19
861,861,19,5.81,1.0034,-0.377,100.0,1.0,188.5
862,862,19,6.0581,1.0024,-0.312,100.0,1.0,166.45
863,863,18,5.73,1.0,-0.075,0.0,0.0,0.0
864,864,18,5.74,0.9983,0.015,0.0,0.0,0.0
865,865,18,6.19,1.0,0.207,83.4,3.7036,579.27
866,866,19,5.65,1.0018,-0.183,100.0,1.0,205.31
867,867,19,5.75,1.0035,-0.056,100.0,1.0,194.45
868,868,19,6.02,0.9983,0.043,100.0,0.9999,170.3
869,869,20,5.65,1.0035,-0.293,100.0,2.0,409.9
870,870,20,5.81,1.0017,-0.121,100.0,2.0,377.64
871,871,20,6.0742,1.0007,-0.091,83.97,2.374,392.69
872,872,19,5.89,1.0017,-0.191,30.69,4.0227,729.06
873,873,19,5.89,1.0,-0.112,22.75,4.0108,728.14
874,874,19,6.18,1.0,0.019,3.99,4.2613,669.74
875,875,20,5.7109,0.9954,-0.231,55.65,2.8382,567.87
876,876,20,5.8231,1.0036,-0.151,42.28,3.1638,592.28
877,877,20,6.1204,1.0047,-0.17600000000000002,43.45,3.7188,598.89
878,878,21,5.67,0.9982,-0.404,100.0,3.0,611.6
879,879,21,5.83,0.9983,-0.256,61.34,3.0289,568.0
880,880,21,6.09,1.0,-0.276,18.92,3.3184,545.01
881,881,20,5.78,1.0,-0.147,80.04,2.8322,544.09
882,882,20,5.79,1.0,-0.051,74.27,2.8206,539.05
883,883,20,6.08,1.0,0.145,78.17,3.0844,509.08
884,884,21,5.68,1.0,-0.24,73.74,2.9903,605.34
885,885,21,5.78,0.9982,-0.139,100.0,3.0,577.34
886,886,21,6.05,1.0,-0.121,100.0,3.0,502.55
887,887,22,5.65,0.9982,-0.256,53.45,3.3912,698.72
888,888,22,5.81,1.0,-0.114,59.81,3.5772,676.62
889,889,22,6.0464,1.0025,-0.132,69.64,3.5768,598.77
890,890,22,5.73,1.0,0.199,65.95,0.5473,107.92
891,891,22,5.75,0.9983,0.303,0.0,0.0011,0.22
892,892,22,6.02,0.9983,0.49,73.36,0.4739,80.71
893,893,23,5.62,0.9982,0.14300000000000002,0.0,0.0,0.0
894,894,23,5.73,1.0,0.249,0.0,0.0,0.0
895,895,23,6.0,0.9967,0.245,0.0,0.0,0.0
896,896,24,5.57,1.0,0.116,0.0,0.0,0.0
897,897,24,5.72,1.0052,0.257,0.0,0.0001,0.02
898,898,24,5.97,1.0,0.209,0.0,0.0,0.0
899,899,17,5.75,1.0,-0.36,95.41,0.9839,191.99
900,900,17,5.72,1.0,-0.385,96.73,0.9969,197.6
901,901,17,5.9916,1.0021,-0.168,96.64,0.9996,172.03
902,902,18,5.56,1.0027,-0.762,0.0,0.0,0.0
903,903,18,5.6533,1.0025,-0.691,0.0,0.0,0.0
904,904,18,5.9292,1.0032,-0.5710000000000001,0.0,0.0,0.0
905,905,19,5.51,1.0,-0.8240000000000001,0.0,0.0,0.0
906,906,19,5.67,0.9982,-0.62,0.0,0.0002,0.04
907,907,19,5.96,0.995,-0.507,0.0,0.0,0.0
908,908,18,5.5669,1.0041,-0.196,0.0,0.0,0.0
909,909,18,5.5508,1.0036,-0.195,0.0,0.0,0.0
910,910,18,5.8388,1.0029,0.106,0.0,0.0,0.0
911,911,19,5.47,1.0018,-0.316,90.97,0.9582,216.78
912,912,19,5.58,1.0,-0.203,96.55,0.9917,211.74
913,913,19,5.87,0.9983,-0.079,100.0,1.0,183.72
914,914,20,5.45,0.9982,-0.403,73.68,1.9054,437.44
915,915,20,5.62,0.9982,-0.2,57.58,1.9956,417.8
916,916,20,5.89,1.0,-0.122,100.0,2.0,363.09
917,917,19,5.54,0.9982,0.114,100.0,1.0001,218.59
918,918,19,5.53,1.0,0.149,100.0,1.0,219.36
919,919,19,5.99,1.0,0.331,14.31,3.7035,639.23
920,920,20,5.44,1.0,-0.116,100.0,2.0,460.85
921,921,20,5.56,0.9982,-0.001,100.0,2.0,432.43
922,922,20,5.88,1.0,0.081,52.61,2.488,453.99
923,923,21,5.4247,1.0034,-0.254,100.0,3.0,694.79
924,924,21,5.62,1.0,-0.079,100.0,3.0,626.96
925,925,21,5.89,1.0,-0.042,80.25,3.0499,553.69
926,926,20,5.56,1.036,-0.04,69.47,3.1633,659.02
927,927,20,5.64,1.0,-0.005,57.23,3.3076,683.92
928,928,20,5.96,1.0034,0.152,54.19,3.8207,667.23
929,929,21,5.45,1.0018,-0.251,100.0,3.0,686.22
930,930,21,5.57,1.0018,-0.153,60.38,3.0076,644.47
931,931,21,5.88,1.0,-0.114,1.57,3.319,605.62
932,932,22,5.46,1.0018,-0.4,100.0,4.0,909.94
933,933,22,5.64,0.9982,-0.25,100.0,4.0,828.55
934,934,22,5.91,1.0,-0.217,100.0,4.0,718.83
935,935,21,5.56,0.9964,-0.069,85.43,2.9978,649.34
936,936,21,5.56,0.9982,-0.017,100.0,3.0,648.64
937,937,21,5.85,1.0,0.195,100.0,3.0,555.88
938,938,22,5.44,1.0,-0.12,73.71,3.3327,767.94
939,939,22,5.57,1.0018,-0.029,69.65,3.531,756.62
940,940,22,5.85,1.0017,0.017,74.94,3.4914,645.83
941,941,23,5.4,1.0,-0.189,72.43,3.5904,845.84
942,942,23,5.54,1.0289,-0.025,77.44,3.674,779.06
943,943,23,5.91,0.9712,0.018000000000000002,84.24,3.3752,624.51
944,944,23,5.49,1.0036,0.7929999999999999,0.0,0.0,0.0
945,945,23,5.51,0.9982,0.8809999999999999,0.0,0.0,0.0
946,946,23,5.79,1.0017,1.054,0.0,0.0,0.0
947,947,24,5.36,1.0037,0.736,0.0,0.0,0.0
948,948,24,5.49,1.0,0.8390000000000001,0.0,0.0,0.0
949,949,24,5.76,1.0035,0.841,0.0,0.0001,0.02
950,950,25,5.3,1.0,0.6679999999999999,0.0,0.0,0.0
951,951,25,5.3,1.0,0.904,0.0,0.0,0.0
952,952,25,5.76,0.9965,0.797,0.0,0.0,0.0
953,953,13,0.0,-0.0889,,,0.0,
954,954,14,0.0,-0.1611,,,0.0,
955,955,14,0.0,-0.099,,,0.0,
956,956,14,0.5924,0.3397,,,0.4075,
957,957,15,-0.0001,-0.1111,,,0.0012,
958,958,15,0.0003,0.0341,,,0.0034,
959,959,16,0.0001,-0.438,,,0.0017,
960,960,15,0.0317,0.2312,,,0.0037,
961,961,15,0.0,0.1516,,,0.0,
962,962,15,0.002,0.2738,,,0.0346,
963,963,16,-0.5397,-0.0192,,,0.1739,
964,964,16,-0.0331,0.1862,,,0.1779,
965,965,16,-0.038,0.412,,,0.4237,
966,966,16,-0.0018,0.416,,,0.8922,
967,967,17,-0.0323,0.1532,,,0.3733,
968,968,17,-0.5578,0.2718,,,0.0017,
969,969,17,0.8014,0.5521,,,0.4194,
970,970,19,2.5522,0.0854,,,0.3844,
971,971,19,3.5036,0.1643,,,0.3094,
972,972,14,1.6236,-0.1197,,,0.2082,
973,973,14,1.7464,-0.1948,,,0.2228,
974,974,15,-0.0001,-0.3476,,,0.0355,
975,975,15,0.6647,0.0207,,,0.0634,
976,976,15,0.8697,-0.0263,,,0.3644,
977,977,15,1.0756,0.1986,,,0.8269,
978,978,16,0.0,-0.211,,,0.0012,
979,979,16,-0.0456,0.1406,,,0.4137,
980,980,16,-0.0056,0.1262,,,0.9037,
981,981,16,0.2152,0.3917,,,0.116,
982,982,17,-0.0204,-0.0146,,,0.3585,
983,983,20,3.4011,-0.013,,,0.3077,
984,984,20,3.9933,0.1529,,,0.3538,
985,985,22,3.4745,-0.1689,,,0.0497,
986,986,15,0.0027,-0.1646,,,0.075,
987,987,15,0.442,-0.1751,,,0.0625,
988,988,15,0.6539,0.105,,,0.1159,
989,989,16,0.0,-0.4228,,,0.0,
990,990,16,0.0,-0.04,,,0.0,
991,991,16,0.0,-0.0305,,,0.0,
992,992,16,0.0734,0.2917,,,0.3346,
993,993,17,-0.0165,0.159,,,0.0308,
994,994,17,-0.8036,0.4735,,,0.2006,
995,995,15,-0.1162,-0.2797,,,0.02,
996,996,15,0.0,-0.3696,,,0.0,
997,997,15,0.0,-0.1143,,,0.0,
998,998,16,0.0,0.1585,,,0.0,
999,999,17,0.0,-0.0277,,,0.0,
1000,1000,17,-0.0879,0.1437,,,0.0,
1001,1001,17,-0.0001,0.0801,,,0.0,
1002,1002,17,-1.9599,0.4198,,,0.5841,
1003,1003,19,-3.4053,0.3581,,,0.1115,
1004,1004,21,0.0,-0.3212,,,0.0,
1005,1005,21,0.0001,-0.1431,,,0.0,
1006,1006,21,-0.5883,0.34,,,0.0025,
1007,1007,16,0.0141,-0.2877,,,0.1905,
1008,1008,16,0.0071,-0.3195,,,0.0061,
1009,1009,16,-0.0001,-0.0619,,,0.0,
1010,1010,17,-0.5685,-0.0948,,,0.377,
1011,1011,17,0.0,-0.0985,,,0.0,
1012,1012,17,0.0,0.1999,,,0.0,
1013,1013,20,-3.8992,0.3004,,,0.2227,
1014,1014,16,0.0,-0.5396,,,0.0,
1015,1015,16,0.0,-0.358,,,0.0,
1016,1016,17,-0.904,-0.2077,,,0.7823,
1017,1017,17,-0.241,0.0386,,,0.7402,
1018,1018,20,-3.185,0.1051,,,0.5659,
1019,1019,24,0.0,-0.3907,,,0.0,
1020,1020,17,0.0,-0.366,,,0.0,
1021,1021,17,0.0,-0.4025,,,0.0,
1022,1022,23,0.0005,-0.4033,,,0.0,
1023,1023,25,0.0,-0.4451,,,0.0,
1024,1024,25,0.0,-0.1525,,,0.0,
1025,1025,13,6.08,1.5329,-0.17600000000000002,51.67,1.4104,151.86
1026,1026,14,5.75,1.5774,-0.312,1.84,1.2994,160.74
1027,1027,14,6.02,1.5698,-0.359,12.14,1.5508,167.98
1028,1028,15,5.61,1.6239,-0.51,44.53,0.7873,101.86
1029,1029,15,5.73,1.6230000000000002,-0.444,42.0,0.5189,63.04
1030,1030,16,5.64,1.6028,-0.282,0.0,0.0015,0.19
1031,1031,23,5.45,1.8055,-0.7040000000000001,0.0,0.0,0.0
1032,1032,23,5.57,1.7899,-0.6409999999999999,0.0,0.0,0.0
1033,1033,18,5.35,1.5888,-0.368,6.37,1.6493,251.48
1034,1034,21,5.28,1.6098,-0.303,0.0,0.0,0.0
1035,1035,24,5.23,1.5105,0.008,30.84,0.0852,14.63
1036,1036,27,5.2246,1.5678,-0.026,32.92,0.5928,98.36
1037,1037,28,5.1,1.4471,-0.021,18.67,0.2165,41.84
1038,1038,29,5.15,1.5049,0.015,4.6,0.3507,63.29
1039,1039,29,5.07,1.357,-0.273,27.41,1.2154,254.94
1040,1040,31,5.04,1.621,-0.091,41.49,5.7612,1029.81
1041,1041,31,5.45,1.5633,0.128,52.21,6.011,881.13
1042,1042,32,5.2,1.4404,0.095,70.18,4.8846,894.68
1043,1043,32,5.47,1.3803,0.16899999999999998,71.99,4.66,765.23
1044,1044,32,5.16,1.5019,0.03,52.68,4.3462,781.33
1045,1045,32,5.41,1.4806,0.121,63.02,4.4514,704.36
1046,1046,33,5.18,1.5232,0.094,29.31,4.4799,784.98
1047,1047,31,5.21,1.3052,-0.154,61.26,2.7384,550.35
1048,1048,31,5.44,1.3107,0.115,69.91,2.9077,511.2
1049,1049,32,5.0307,1.3534,-0.316,49.49,2.2607,486.68
1050,1050,32,5.13,1.3567,-0.13,55.84,2.4031,486.69
1051,1051,32,5.3848,1.3345,-0.016,51.75,2.5023,445.48
1052,1052,32,5.53,1.2857,0.195,69.56,2.7872,475.53
1053,1053,33,5.02,1.4104,-0.117,59.15,2.2312,463.9
1054,1054,38,5.21,1.476,0.037000000000000005,0.0,0.0,0.0
1055,1055,38,5.32,1.4793,0.044,0.0,0.0,0.0
1056,1056,39,5.19,1.5029,-0.003,0.0,0.0,0.0
1057,1057,39,5.61,1.4652,0.131,0.0,0.0,0.0
1058,1058,18,6.47,1.0,-0.181,0.0,0.0,0.0
1059,1059,19,6.38,1.0,-0.111,69.85,0.965,137.85
1060,1060,19,6.39,1.0,-0.188,100.0,1.0,142.18
1061,1061,20,6.351,1.0,-0.08900000000000001,100.0,2.0,289.62
1062,1062,20,5.8497,0.9999,-0.266,0.0,0.0003,0.06
1063,1063,20,5.94,1.0,-0.118,100.0,2.0,354.0
1064,1064,20,6.222,1.0,0.084,56.24,2.3385,360.14
1065,1065,21,6.21,1.0,0.057,1.35,2.8927,448.08
1066,1066,20,5.9218,0.9999,-0.14800000000000002,100.0,2.0,357.29
1067,1067,20,5.924,1.0,-0.118,100.0,2.0,356.87
1068,1068,20,6.271,1.0,0.197,54.7,3.2251,485.13
1069,1069,21,5.8159,1.0001,-0.34,0.0,0.0009,0.17
1070,1070,21,5.92,1.0,-0.193,1.16,2.8136,503.07
1071,1071,21,6.2,1.0,-0.002,73.96,2.9604,460.79
1072,1072,22,5.6947,1.0021,-0.419,1.08,0.5855,117.36
1073,1073,21,5.9142,1.0,-0.191,30.55,2.911,521.99
1074,1074,21,5.91,1.0,-0.146,28.29,2.8487,511.93
1075,1075,21,6.17,1.0,0.173,33.82,2.8998,457.97
1076,1076,22,5.7819,1.0003,-0.341,92.64,1.986,381.04
1077,1077,22,6.15,1.0,0.18,80.23,1.9987,318.75
1078,1078,22,5.831,1.0,-0.086,100.0,2.0,374.22
1079,1079,22,5.832000000000002,1.0,-0.004,94.52,1.993,372.72
1080,1080,22,6.31,1.0,0.313,12.29,3.6325,536.35
1081,1081,23,5.66,1.0,-0.236,65.52,1.135,232.21
1082,1082,23,5.76,1.0,-0.066,99.04,1.0051,195.11
1083,1083,23,5.79,1.0,0.033,96.75,0.9849,188.23
1084,1084,23,6.12,1.0,0.383,94.42,0.9769,158.1
1085,1085,24,5.6189,0.9992,-0.222,0.0,0.0006,0.13
1086,1086,24,5.7620000000000005,1.0,0.013,94.54,0.0156,3.03
1087,1087,24,6.081,1.0,0.227,95.47,0.0233,3.84
1088,1088,25,5.5813,1.0002,-0.226,98.92,1.0141,216.33
1089,1089,25,5.76,1.0,0.062,97.08,1.0106,196.17
1090,1090,25,6.05,1.0,0.22,97.09,1.0134,169.76
1091,1091,24,5.79,1.0,-0.08,95.82,0.0095,1.82
1092,1092,24,5.815,1.0,0.008,88.3,0.0747,14.09
1093,1093,24,6.13,1.0,0.299,80.54,0.1443,23.24
1094,1094,25,6.11,1.0,0.141,89.59,1.034,168.16
1095,1095,26,5.6185,0.9986,-0.22,100.0,1.9999,418.86
1096,1096,26,6.06,1.0,0.15,97.58,2.0016,333.65
1097,1097,25,5.7,1.0,-0.071,100.0,1.0,200.31
1098,1098,25,5.87,1.0,-0.02,75.65,0.9898,181.53
1099,1099,25,6.18,1.0,0.219,10.75,0.7431,116.79
1100,1100,26,6.17,1.0,0.115,16.27,0.8278,130.74
1101,1101,27,6.1320000000000014,1.0,0.159,30.79,1.2883,207.27
1102,1102,26,5.93,1.0,0.077,32.52,0.7568,134.63
1103,1103,26,5.98,1.0,0.14400000000000002,11.66,0.4454,77.26
1104,1104,26,6.307,1.0,0.31,3.44,0.1492,22.06
1105,1105,27,5.78,1.0,0.039,51.28,0.8017,154.01
1106,1106,27,5.9620000000000015,1.0,0.181,11.6,0.6161,107.85
1107,1107,27,6.283,1.0,0.229,4.9,0.2333,34.89
1108,1108,28,6.28,1.0,0.279,7.21,0.3134,46.94
1109,1109,27,6.005,1.0,0.067,16.62,0.7063,121.0
1110,1110,27,6.0710000000000015,1.0,0.15,7.21,0.0778,12.9
1111,1111,27,6.385,1.0,0.304,4.17,0.0036,0.51
1112,1112,28,6.36,1.0,0.27,36.52,0.1016,14.65
1113,1113,25,5.75,1.0,-0.158,98.43,1.0009,195.31
1114,1114,25,5.79,1.0,-0.075,95.78,1.0386,198.49
1115,1115,25,6.13,1.0,0.231,40.05,1.3374,215.38
1116,1116,26,5.6006,0.9998,-0.362,84.51,2.0077,424.03
1117,1117,26,5.72,1.0,-0.14,85.64,2.0135,399.11
1118,1118,26,6.059,0.9972,0.065,93.53,1.9994,334.38
1119,1119,27,5.5584,0.9989,-0.35200000000000004,100.0,3.0,648.75
1120,1120,27,5.72,1.0,-0.071,100.0,3.0,594.65
1121,1121,27,5.9914,1.0003,0.081,100.0,3.0,517.29
1122,1122,26,5.7349,0.9995,-0.27,100.0,1.9999,393.53
1123,1123,26,5.76,1.0,-0.16699999999999998,85.26,2.0045,389.1
1124,1124,26,6.091,1.0,0.135,6.5,1.7774,291.77
1125,1125,27,5.621,0.9989,-0.365,100.0,3.0,627.28
1126,1126,27,5.733,1.0,-0.153,100.0,3.0,590.61
1127,1127,27,6.0920000000000005,1.0,0.026,31.41,1.5295,250.96
1128,1128,28,5.5814,1.0002,-0.333,100.0,4.0,853.28
1129,1129,28,5.7378,1.0005,-0.08,100.0,4.0,785.13
1130,1130,28,5.9853,1.0005,0.042,100.0,4.0,691.7
1131,1131,27,5.8,1.0,-0.253,52.14,1.1766,223.7
1132,1132,27,5.83,1.0,-0.17,58.96,1.1825,221.37
1133,1133,27,6.17,1.0,0.055,4.49,0.5289,83.53
1134,1134,28,5.7,1.0,-0.29,27.68,1.0712,214.57
1135,1135,28,5.85,1.0,-0.14,31.03,0.897,166.21
1136,1136,28,6.146,1.0,-0.046,33.54,0.5561,88.86
1137,1137,28,5.89,1.0,-0.11,52.06,0.1841,33.42
1138,1138,28,5.937,1.0,-0.042,58.57,0.3264,57.86
1139,1139,28,6.247000000000001,1.0,0.141,26.49,0.2512,38.22
1140,1140,28,5.7006,1.0007,-0.27,58.7,4.9910000000000005,998.74
1141,1141,28,5.724,1.0,-0.156,45.86,5.1876,1026.11
1142,1142,28,6.0101,1.0021,0.136,52.55,6.0264,1027.68
1143,1143,29,5.6086,0.9988,-0.371,74.15,4.9626,1044.71
1144,1144,29,5.72,1.0,-0.16399999999999998,53.05,5.0832,1007.57
1145,1145,29,5.9753,1.0045,-0.012,57.29,5.4656,946.13
1146,1146,30,5.5898,1.0006,-0.279,21.21,5.7626,1223.17
1147,1147,30,5.7646,1.0005,-0.057,67.59,5.9465,1150.96
1148,1148,30,5.992000000000001,1.001,0.021,37.5,5.9328,1021.94
1149,1149,29,5.7455,0.9972,-0.292,10.33,4.7777,937.04
1150,1150,29,5.7570000000000014,1.0,-0.183,6.86,4.8692,946.66
1151,1151,29,6.0193,1.003,0.076,23.84,5.1485,873.12
1152,1152,31,5.69,1.0,-0.241,3.37,2.9916,602.41
